"name","image_url","game_page_url","release_date","console","developer","publisher","l1","l2","l1_url","l2_url"
"Street Racing Syndicate","","https://www.zophar.net/music/playstation2-psf2/street-racing-syndicate","Aug 31st,2004","Playstation 2","Eutechnyx","Namco","Download all files as MP3 (128 MB)","Download original music files (246 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/street-racing-syndicate/pjmsinzc/Street%20Racing%20Syndicate%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/street-racing-syndicate/Street%20Racing%20Syndicate%20%28EMU%29.zophar.zip"
"Sub Rebellion","","https://www.zophar.net/music/playstation2-psf2/sub-rebellion","May 2nd,2002","Playstation 2","Racjin","Irem","Download all files as MP3 (115 MB)","Download original music files (6 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/sub-rebellion/tcxjcexl/Sub%20Rebellion%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/sub-rebellion/Sub%20Rebellion%20%28EMU%29.zophar.zip"
"Suggoi! Arcana Heart 2","","https://www.zophar.net/music/playstation2-psf2/suggoi-arcana-heart-2","Apr 9th,2009","Playstation 2","Examu","AQ","Download all files as MP3 (223 MB)","Download original music files (129 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/suggoi-arcana-heart-2/geacqpry/Suggoi%21%20Arcana%20Heart%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/suggoi-arcana-heart-2/Suggoi%21%20Arcana%20Heart%202%20%28EMU%29.zophar.zip"
"Sui-Sui-Sweet","","https://www.zophar.net/music/playstation2-psf2/sui-sui-sweet","Dec 25th,2003","Playstation 2","","Starfish","Download all files as MP3 (59 MB)","Download original music files (17 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/sui-sui-sweet/axfuvbvz/Sui-Sui-Sweet%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/sui-sui-sweet/Sui-Sui-Sweet%20%28EMU%29.zophar.zip"
"Suigetsu Mayoi-Gokoro","","https://www.zophar.net/music/playstation2-psf2/suigetsu-mayoi-gokoro","Oct 28th,2004","Playstation 2","","KID","Download all files as MP3 (243 MB)","Download original music files (297 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/suigetsu-mayoi-gokoro/yrwzgjdt/Suigetsu%20Mayoi-Gokoro%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/suigetsu-mayoi-gokoro/Suigetsu%20Mayoi-Gokoro%20%28EMU%29.zophar.zip"
"Suika A.S+ Eternal Name","","https://www.zophar.net/music/playstation2-psf2/suika-as-eternal-name","Aug 30th,2007","Playstation 2","Circus","Sweets","Download all files as MP3 (153 MB)","Download original music files (110 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/suika-as-eternal-name/fxkzzoxx/Suika%20A.S%2B%20Eternal%20Name%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/suika-as-eternal-name/Suika%20A.S%2B%20Eternal%20Name%20%28EMU%29.zophar.zip"
"Suikoden Tactics","","https://www.zophar.net/music/playstation2-psf2/suikoden-tactics","Sep 22nd,2005","Playstation 2","Konami","Konami","Download all files as MP3 (678 MB)","Download original music files (369 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/suikoden-tactics/ukaukehk/Suikoden%20Tactics%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/suikoden-tactics/Suikoden%20Tactics%20%28EMU%29.zophar.zip"
"Suikoden V","","https://www.zophar.net/music/playstation2-psf2/suikoden-v","Feb 23rd,2006","Playstation 2","Konami","Konami","Download all files as MP3 (1 GB)","Download original music files (693 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/suikoden-v/pzosvgak/Suikoden%20V%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/suikoden-v/Suikoden%20V%20%28EMU%29.zophar.zip"
"Summon Night 3","","https://www.zophar.net/music/playstation2-psf2/summon-night-3","Aug 7th,2003","Playstation 2","Flight-Plan","Banpresto","Download all files as MP3 (119 MB)","Download original music files (23 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/summon-night-3/bfggfaly/Summon%20Night%203%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/summon-night-3/Summon%20Night%203%20%28EMU%29.zophar.zip"
"Summon Night 4","","https://www.zophar.net/music/playstation2-psf2/summon-night-4","Nov 30th,2006","Playstation 2","Flight-Plan","Banpresto","Download all files as MP3 (294 MB)","Download original music files (23 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/summon-night-4/gzomctoq/Summon%20Night%204%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/summon-night-4/Summon%20Night%204%20%28EMU%29.zophar.zip"
"Summon Night EX-Thesis - Yoake no Tsubasa","","https://www.zophar.net/music/playstation2-psf2/summon-night-ex-thesis-yoake-no-tsubasa","Aug 4th,2005","Playstation 2","Flight-Plan","Banpresto","Download all files as MP3 (128 MB)","Download original music files (31 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/summon-night-ex-thesis-yoake-no-tsubasa/uwkaaxko/Summon%20Night%20EX-Thesis%20-%20Yoake%20no%20Tsubasa%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/summon-night-ex-thesis-yoake-no-tsubasa/Summon%20Night%20EX-Thesis%20-%20Yoake%20no%20Tsubasa%20%28EMU%29.zophar.zip"
"Summon Night Gran-Thesis - Horobi no Ken to Yakusoku no Kishi","","https://www.zophar.net/music/playstation2-psf2/summon-night-gran-thesis-horobi-no-ken-to-yakusoku-no-kishi","Mar 11th,2010","Playstation 2","Flight-Plan","Bandai Namco","Download all files as MP3 (470 MB)","Download original music files (107 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/summon-night-gran-thesis-horobi-no-ken-to-yakusoku-no-kishi/ywuyodep/Summon%20Night%20Gran-Thesis%20-%20Horobi%20no%20Ken%20to%20Yakusoku%20no%20Kishi%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/summon-night-gran-thesis-horobi-no-ken-to-yakusoku-no-kishi/Summon%20Night%20Gran-Thesis%20-%20Horobi%20no%20Ken%20to%20Yakusoku%20no%20Kishi%20%28EMU%29.zophar.zip"
"Summoner","","https://www.zophar.net/music/playstation2-psf2/summoner","Oct 25th,2000","Playstation 2","Volition","THQ","Download all files as MP3 (322 MB)","Download original music files (339 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/summoner/awwnpusz/Summoner%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/summoner/Summoner%20%28EMU%29.zophar.zip"
"Summoner 2","","https://www.zophar.net/music/playstation2-psf2/summoner-2","Sep 23rd,2002","Playstation 2","Volition","THQ","Download all files as MP3 (223 MB)","Download original music files (309 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/summoner-2/tjlonqhc/Summoner%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/summoner-2/Summoner%202%20%28EMU%29.zophar.zip"
"Sumomo mo Momo mo - Chijou Saikyou no Yome","","https://www.zophar.net/music/playstation2-psf2/sumomo-mo-momo-mo-chijou-saikyou-no-yome","Jun 21st,2007","Playstation 2","","Marvelous","Download all files as MP3 (110 MB)","Download original music files (137 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/sumomo-mo-momo-mo-chijou-saikyou-no-yome/bquslvxx/Sumomo%20mo%20Momo%20mo%20-%20Chijou%20Saikyou%20no%20Yome%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/sumomo-mo-momo-mo-chijou-saikyou-no-yome/Sumomo%20mo%20Momo%20mo%20-%20Chijou%20Saikyou%20no%20Yome%20%28EMU%29.zophar.zip"
"Sunsoft Collection","","https://www.zophar.net/music/playstation2-psf2/sunsoft-collection","Jun 26th,2008","Playstation 2","Sunsoft","SNK Playmore","Download all files as MP3 (551 MB)","Download original music files (354 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/sunsoft-collection/zsynbulj/Sunsoft%20Collection%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/sunsoft-collection/Sunsoft%20Collection%20%28EMU%29.zophar.zip"
"Super Galdelic Hour","","https://www.zophar.net/music/playstation2-psf2/super-galdelic-hour","Mar 29th,2001","Playstation 2","Exrays","Enix","Download all files as MP3 (48 MB)","Download original music files (215 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-galdelic-hour/znittnjk/Super%20Galdelic%20Hour%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-galdelic-hour/Super%20Galdelic%20Hour%20%28EMU%29.zophar.zip"
"Super Monkey Ball Deluxe","","https://www.zophar.net/music/playstation2-psf2/super-monkey-ball-deluxe","Mar 15th,2005","Playstation 2","New Entertainment R&D1","Sega","Download all files as MP3 (401 MB)","Download original music files (232 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-monkey-ball-deluxe/uvmkptjr/Super%20Monkey%20Ball%20Deluxe%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-monkey-ball-deluxe/Super%20Monkey%20Ball%20Deluxe%20%28EMU%29.zophar.zip"
"Super Robot Taisen Alpha 2","","https://www.zophar.net/music/playstation2-psf2/super-robot-taisen-alpha-2","Mar 27th,2003","Playstation 2","","Banpresto","Download all files as MP3 (514 MB)","Download original music files (50 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-alpha-2/dsznoefi/Super%20Robot%20Taisen%20Alpha%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-alpha-2/Super%20Robot%20Taisen%20Alpha%202%20%28EMU%29.zophar.zip"
"Super Robot Taisen Alpha 3 - Shouen no Ginga he","","https://www.zophar.net/music/playstation2-psf2/super-robot-taisen-alpha-3-shouen-no-ginga-he","Jul 28th,2005","Playstation 2","","Banpresto","Download all files as MP3 (1023 MB)","Download original music files (103 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-alpha-3-shouen-no-ginga-he/vqjmtidc/Super%20Robot%20Taisen%20Alpha%203%20-%20Shouen%20no%20Ginga%20he%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-alpha-3-shouen-no-ginga-he/Super%20Robot%20Taisen%20Alpha%203%20-%20Shouen%20no%20Ginga%20he%20%28EMU%29.zophar.zip"
"Super Robot Taisen Impact","","https://www.zophar.net/music/playstation2-psf2/super-robot-taisen-impact","Mar 28th,2002","Playstation 2","Tose","Banpresto","Download all files as MP3 (344 MB)","Download original music files (25 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-impact/ykcxkoxx/Super%20Robot%20Taisen%20Impact%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-impact/Super%20Robot%20Taisen%20Impact%20%28EMU%29.zophar.zip"
"Super Robot Taisen MX","","https://www.zophar.net/music/playstation2-psf2/super-robot-taisen-mx","May 27th,2004","Playstation 2","Tose","Banpresto","Download all files as MP3 (500 MB)","Download original music files (59 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-mx/sgbqshdw/Super%20Robot%20Taisen%20MX%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-mx/Super%20Robot%20Taisen%20MX%20%28EMU%29.zophar.zip"
"Super Robot Taisen Original Generation","","https://www.zophar.net/music/playstation2-psf2/super-robot-taisen-original-generation","Jun 28th,2007","Playstation 2","","Banpresto","Download all files as MP3 (747 MB)","Download original music files (96 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-original-generation/qdmzvozv/Super%20Robot%20Taisen%20Original%20Generation%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-original-generation/Super%20Robot%20Taisen%20Original%20Generation%20%28EMU%29.zophar.zip"
"Super Robot Taisen Original Generation Gaiden","","https://www.zophar.net/music/playstation2-psf2/super-robot-taisen-original-generation-gaiden","Dec 27th,2007","Playstation 2","","Banpresto","Download all files as MP3 (970 MB)","Download original music files (119 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-original-generation-gaiden/mctlmbzg/Super%20Robot%20Taisen%20Original%20Generation%20Gaiden%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-original-generation-gaiden/Super%20Robot%20Taisen%20Original%20Generation%20Gaiden%20%28EMU%29.zophar.zip"
"Super Robot Taisen Scramble Commander the 2nd","","https://www.zophar.net/music/playstation2-psf2/super-robot-taisen-scramble-commander-the-2nd","Nov 1st,2007","Playstation 2","","Banpresto","Download all files as MP3 (266 MB)","Download original music files (309 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-scramble-commander-the-2nd/numkcxjb/Super%20Robot%20Taisen%20Scramble%20Commander%20the%202nd%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-scramble-commander-the-2nd/Super%20Robot%20Taisen%20Scramble%20Commander%20the%202nd%20%28EMU%29.zophar.zip"
"Super Robot Taisen Z","","https://www.zophar.net/music/playstation2-psf2/super-robot-taisen-z","Sep 25th,2008","Playstation 2","","Bandai Namco","Download all files as MP3 (729 MB)","Download original music files (84 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-z/otufgqgd/Super%20Robot%20Taisen%20Z%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-robot-taisen-z/Super%20Robot%20Taisen%20Z%20%28EMU%29.zophar.zip"
"Super Shanghai 2005","","https://www.zophar.net/music/playstation2-psf2/super-shanghai-2005","Nov 25th,2004","Playstation 2","","Starfish","Download all files as MP3 (42 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/super-shanghai-2005/mpassera/Super%20Shanghai%202005%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/super-shanghai-2005/Super%20Shanghai%202005%20%28EMU%29.zophar.zip"
"Supercar Street Challenge","","https://www.zophar.net/music/playstation2-psf2/supercar-street-challenge","Oct 22nd,2001","Playstation 2","Exakt","Activision","Download all files as MP3 (104 MB)","Download original music files (208 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/supercar-street-challenge/wdyxhcjq/Supercar%20Street%20Challenge%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/supercar-street-challenge/Supercar%20Street%20Challenge%20%28EMU%29.zophar.zip"
"Superman Returns","","https://www.zophar.net/music/playstation2-psf2/superman-returns","Nov 20th,2006","Playstation 2","EA Tiburon","Electronic Arts","Download all files as MP3 (189 MB)","Download original music files (137 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/superman-returns/pxcxawws/Superman%20Returns%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/superman-returns/Superman%20Returns%20%28EMU%29.zophar.zip"
"Surfing H30","","https://www.zophar.net/music/playstation2-psf2/surfing-h30","Aug 10th,2000","Playstation 2","Opus","ASCII","Download all files as MP3 (117 MB)","Download original music files (63 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/surfing-h30/qftxsxml/Surfing%20H30%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/surfing-h30/Surfing%20H30%20%28EMU%29.zophar.zip"
"Suzumiya Haruhi no Tomadoi","","https://www.zophar.net/music/playstation2-psf2/suzumiya-haruhi-no-tomadoi","Jan 31st,2008","Playstation 2","","Banpresto","Download all files as MP3 (572 MB)","Download original music files (357 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/suzumiya-haruhi-no-tomadoi/wqjzugbr/Suzumiya%20Haruhi%20no%20Tomadoi%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/suzumiya-haruhi-no-tomadoi/Suzumiya%20Haruhi%20no%20Tomadoi%20%28EMU%29.zophar.zip"
"Suzunone Seven - Rebirth Knot","","https://www.zophar.net/music/playstation2-psf2/suzunone-seven-rebirth-knot","May 27th,2010","Playstation 2","","Alchemist","Download all files as MP3 (567 MB)","Download original music files (447 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/suzunone-seven-rebirth-knot/ceulhcyr/Suzunone%20Seven%20-%20Rebirth%20Knot%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/suzunone-seven-rebirth-knot/Suzunone%20Seven%20-%20Rebirth%20Knot%20%28EMU%29.zophar.zip"
"SVC Chaos - SNK vs. Capcom","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_svcchaossnkvscapcom_pal.jpg","https://www.zophar.net/music/playstation2-psf2/svc-chaos-snk-vs-capcom","Dec 25th,2003","Playstation 2","","SNK Playmore","Download all files as MP3 (155 MB)","Download original music files (132 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/svc-chaos-snk-vs-capcom/ynmizxvz/SVC%20Chaos%20-%20SNK%20vs.%20Capcom%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/svc-chaos-snk-vs-capcom/SVC%20Chaos%20-%20SNK%20vs.%20Capcom%20%28EMU%29.zophar.zip"
"Sweet Honey Coming DX Pack","","https://www.zophar.net/music/playstation2-psf2/sweet-honey-coming-dx-pack","Sep 3rd,2009","Playstation 2","","Kadokawa Shoten","Download all files as MP3 (488 MB)","Download original music files (294 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/sweet-honey-coming-dx-pack/vuwyzyvs/Sweet%20Honey%20Coming%20DX%20Pack%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/sweet-honey-coming-dx-pack/Sweet%20Honey%20Coming%20DX%20Pack%20%28EMU%29.zophar.zip"
"Sweet Season","","https://www.zophar.net/music/playstation2-psf2/sweet-season","Mar 31st,2005","Playstation 2","","Takuyo","Download all files as MP3 (136 MB)","Download original music files (117 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/sweet-season/ghkhicgr/Sweet%20Season%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/sweet-season/Sweet%20Season%20%28EMU%29.zophar.zip"
"Sword of Etheria, The","","https://www.zophar.net/music/playstation2-psf2/sword-of-etheria-the","Jun 30th,2005","Playstation 2","KCE Tokyo","Konami","Download all files as MP3 (402 MB)","Download original music files (224 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/sword-of-etheria-the/ftacqtfa/Sword%20of%20Etheria%2C%20The%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/sword-of-etheria-the/Sword%20of%20Etheria%2C%20The%20%28EMU%29.zophar.zip"
"Sword of the Samurai","","https://www.zophar.net/music/playstation2-psf2/sword-of-the-samurai","Jun 27th,2002","Playstation 2","Light Weight","Genki","Download all files as MP3 (51 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/sword-of-the-samurai/nqxocyek/Sword%20of%20the%20Samurai%20%28MP3%29.zophar.zip"
"Syberia","","https://www.zophar.net/music/playstation2-psf2/syberia","Mar 28th,2003","Playstation 2","Microids","Microids","Download all files as MP3 (42 MB)","Download original music files (21 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/syberia/giwcnoeq/Syberia%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/syberia/Syberia%20%28EMU%29.zophar.zip"
"Syphon Filter - Dark Mirror","","https://www.zophar.net/music/playstation2-psf2/syphon-filter-dark-mirror","Sep 18th,2007","Playstation 2","Sony Bend","SCE America","Download all files as MP3 (204 MB)","Download original music files (209 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/syphon-filter-dark-mirror/wwylwoup/Syphon%20Filter%20-%20Dark%20Mirror%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/syphon-filter-dark-mirror/Syphon%20Filter%20-%20Dark%20Mirror%20%28EMU%29.zophar.zip"
"Syphon Filter - Logan's Shadow","","https://www.zophar.net/music/playstation2-psf2/syphon-filter-logans-shadow","Jun 2nd,2010","Playstation 2","Sony Bend","SCE America","Download original music files (1 KB)","https://fi.zophar.net/soundfiles/playstation2-psf2/syphon-filter-logans-shadow/Syphon%20Filter%20-%20Logan%27s%20Shadow%20%28EMU%29.zophar.zip"
"Taikou Risshiden IV","","https://www.zophar.net/music/playstation2-psf2/taikou-risshiden-iv","Nov 29th,2001","Playstation 2","","Koei","Download all files as MP3 (110 MB)","Download original music files (60 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/taikou-risshiden-iv/wemeqsdj/Taikou%20Risshiden%20IV%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/taikou-risshiden-iv/Taikou%20Risshiden%20IV%20%28EMU%29.zophar.zip"
"Taikou Risshiden V","","https://www.zophar.net/music/playstation2-psf2/taikou-risshiden-v","Aug 26th,2004","Playstation 2","","Koei","Download all files as MP3 (203 MB)","Download original music files (106 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/taikou-risshiden-v/zzyhmebb/Taikou%20Risshiden%20V%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/taikou-risshiden-v/Taikou%20Risshiden%20V%20%28EMU%29.zophar.zip"
"Taisen Hot Gimmick - Axes-Jong","","https://www.zophar.net/music/playstation2-psf2/taisen-hot-gimmick-axes-jong","Apr 28th,2005","Playstation 2","Psikyo","X-Nauts","Download all files as MP3 (103 MB)","Download original music files (927 KB)","https://fi.zophar.net/soundfiles/playstation2-psf2/taisen-hot-gimmick-axes-jong/caxwisie/Taisen%20Hot%20Gimmick%20-%20Axes-Jong%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/taisen-hot-gimmick-axes-jong/Taisen%20Hot%20Gimmick%20-%20Axes-Jong%20%28EMU%29.zophar.zip"
"Taisen Hot Gimmick - Cosplay-Jong","","https://www.zophar.net/music/playstation2-psf2/taisen-hot-gimmick-cosplay-jong","Apr 29th,2004","Playstation 2","Psikyo","X-Nauts","Download all files as MP3 (90 MB)","Download original music files (594 KB)","https://fi.zophar.net/soundfiles/playstation2-psf2/taisen-hot-gimmick-cosplay-jong/uvyngnun/Taisen%20Hot%20Gimmick%20-%20Cosplay-Jong%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/taisen-hot-gimmick-cosplay-jong/Taisen%20Hot%20Gimmick%20-%20Cosplay-Jong%20%28EMU%29.zophar.zip"
"Taishou Mononoke Ibunroku","","https://www.zophar.net/music/playstation2-psf2/taishou-mononoke-ibunroku","Feb 27th,2003","Playstation 2","","Gust","Download all files as MP3 (190 MB)","Download original music files (47 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/taishou-mononoke-ibunroku/mwfhoupp/Taishou%20Mononoke%20Ibunroku%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/taishou-mononoke-ibunroku/Taishou%20Mononoke%20Ibunroku%20%28EMU%29.zophar.zip"
"Takahashi Naoko no Marathon Shiyouyo!","","https://www.zophar.net/music/playstation2-psf2/takahashi-naoko-no-marathon-shiyouyo","Nov 13th,2003","Playstation 2","cavia","Taito","Download all files as MP3 (48 MB)","Download original music files (10 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/takahashi-naoko-no-marathon-shiyouyo/rsuwpwyv/Takahashi%20Naoko%20no%20Marathon%20Shiyouyo%21%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/takahashi-naoko-no-marathon-shiyouyo/Takahashi%20Naoko%20no%20Marathon%20Shiyouyo%21%20%28EMU%29.zophar.zip"
"Tales of Destiny - Director's Cut","","https://www.zophar.net/music/playstation2-psf2/tales-of-destiny-directors-cut","Jan 31st,2008","Playstation 2","Namco Tales Studio","Bandai Namco","Download all files as MP3 (415 MB)","Download original music files (435 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-destiny-directors-cut/cxnnhsly/Tales%20of%20Destiny%20-%20Director%27s%20Cut%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-destiny-directors-cut/Tales%20of%20Destiny%20-%20Director%27s%20Cut%20%28EMU%29.zophar.zip"
"Tales of Destiny 2","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_talesofdestiny2_jp.jpg","https://www.zophar.net/music/playstation2-psf2/tales-of-destiny-2","Nov 28th,2002","Playstation 2","Wolfteam","Namco","Download all files as MP3 (597 MB)","Download original music files (1 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-destiny-2/svntcefg/Tales%20of%20Destiny%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-destiny-2/Tales%20of%20Destiny%202%20%28EMU%29.zophar.zip"
"Tales of Legendia","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_talesoflegendia.jpg","https://www.zophar.net/music/playstation2-psf2/tales-of-legendia","Aug 25th,2005","Playstation 2","Team Melfes","Namco","Download all files as MP3 (238 MB)","Download original music files (158 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-legendia/wnuqijcy/Tales%20of%20Legendia%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-legendia/Tales%20of%20Legendia%20%28EMU%29.zophar.zip"
"Tales of Rebirth","","https://www.zophar.net/music/playstation2-psf2/tales-of-rebirth","Dec 16th,2004","Playstation 2","Namco Tales Studio","Namco","Download all files as MP3 (601 MB)","Download original music files (85 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-rebirth/jcciwptr/Tales%20of%20Rebirth%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-rebirth/Tales%20of%20Rebirth%20%28EMU%29.zophar.zip"
"Tales of Symphonia","","https://www.zophar.net/music/playstation2-psf2/tales-of-symphonia","Sep 22nd,2004","Playstation 2","Namco Tales Studio","Namco","Download all files as MP3 (659 MB)","Download original music files (409 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-symphonia/cqqyiyds/Tales%20of%20Symphonia%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-symphonia/Tales%20of%20Symphonia%20%28EMU%29.zophar.zip"
"Tales of the Abyss","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_talesoftheabyss.jpg","https://www.zophar.net/music/playstation2-psf2/tales-of-the-abyss","Dec 15th,2005","Playstation 2","Namco Tales Studio","Namco","Download all files as MP3 (852 MB)","Download original music files (554 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-the-abyss/kwqwifwd/Tales%20of%20the%20Abyss%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tales-of-the-abyss/Tales%20of%20the%20Abyss%20%28EMU%29.zophar.zip"
